Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human chromosome/scaffold end (bp)
ENSMUSG00000046010	Zfp830	ENSG00000198783	ZNF830	17	34961540	34963777
ENSMUSG00000022758	P2rx6	ENSG00000099957	P2RX6	22	21009808	21028830
ENSMUSG00000049093	Il23r	ENSG00000162594	IL23R	1	67138907	67259979
ENSMUSG00000022404	Slc25a17	ENSG00000100372	SLC25A17	22	40769630	40819399
ENSMUSG00000049073	Olfr985	ENSG00000181518	OR8D4	11	123902167	123909229
ENSMUSG00000027287	Snap23	ENSG00000092531	SNAP23	15	42491233	42545356
ENSMUSG00000039013	Siglecf	ENSG00000105492	SIGLEC6	19	51517819	51531856
ENSMUSG00000039013	Siglecf	ENSG00000105383	CD33	19	51225064	51243860
ENSMUSG00000025497	Cdhr5	ENSG00000099834	CDHR5	11	616565	626078
ENSMUSG00000021816	Ppp3cb	ENSG00000107758	PPP3CB	10	73436428	73496024
ENSMUSG00000103125	Gm37388	ENSG00000204965	PCDHA5	5	140821604	141012347
ENSMUSG00000030092	Cntn6	ENSG00000134115	CNTN6	3	1092658	1404217
ENSMUSG00000051242	Pcdhb9	ENSG00000081818	PCDHB4	5	141121799	141125623
ENSMUSG00000038403	Hjv	ENSG00000168509	HJV	1	146017468	146036746
ENSMUSG00000000876	Pxmp4	ENSG00000101417	PXMP4	20	33702758	33720319
ENSMUSG00000039990	Edrf1	ENSG00000107938	EDRF1	10	125719515	125764143
ENSMUSG00000103458	Gm42416	ENSG00000204967	PCDHA4	5	140806929	141012347
ENSMUSG00000076501	Igkv2-137	ENSG00000243238	IGKV2-30	2	89244781	89245596
ENSMUSG00000076501	Igkv2-137	ENSG00000239571	IGKV2D-30	2	89936859	89937679
ENSMUSG00000045062	Pcdhb7	ENSG00000081818	PCDHB4	5	141121799	141125623
ENSMUSG00000076858	Trav3-4	ENSG00000211779	TRAV5	14	21749178	21749705
ENSMUSG00000072596	Ear2	ENSG00000169385	RNASE2	14	20955487	20956436
ENSMUSG00000072596	Ear2	ENSG00000169397	RNASE3	14	20891399	20892348
ENSMUSG00000048327	Ckap2l	ENSG00000169607	CKAP2L	2	112736349	112764664
ENSMUSG00000015721	Nlrp5	ENSG00000171487	NLRP5	19	55999726	56061813
ENSMUSG00000051397	Tacstd2	ENSG00000184292	TACSTD2	1	58575423	58577773
ENSMUSG00000047307	Pcdhb13	ENSG00000113211	PCDHB6	5	141150022	141153287
ENSMUSG00000031537	Ikbkb	ENSG00000104365	IKBKB	8	42271302	42332653
ENSMUSG00000038393	Txnip	ENSG00000265972	TXNIP	1	145992435	145996600
ENSMUSG00000026435	Slc45a3	ENSG00000158715	SLC45A3	1	205657851	205680509
ENSMUSG00000102440	Pcdhga9	ENSG00000261934	PCDHGA9	5	141402932	141512979
ENSMUSG00000026664	Phyh	ENSG00000107537	PHYH	10	13277796	13302412
ENSMUSG00000032593	Amigo3	ENSG00000176020	AMIGO3	3	49716834	49719695
ENSMUSG00000050931	Sgms2	ENSG00000164023	SGMS2	4	107824563	107915047
ENSMUSG00000017344	Vtn	ENSG00000109072	VTN	17	28367284	28373091
ENSMUSG00000038599	Capn8	ENSG00000203697	CAPN8	1	223538007	223665734
ENSMUSG00000019467	Arhgef25	ENSG00000240771	ARHGEF25	12	57610180	57617245
ENSMUSG00000019467	Arhgef25	ENSG00000287908	AC025165.6	12	57615280	57626125
ENSMUSG00000027223	Mapk8ip1	ENSG00000121653	MAPK8IP1	11	45885651	45906465
ENSMUSG00000006423	C330007P06Rik	ENSG00000018610	CXorf56	X	119538149	119565408
ENSMUSG00000019373	Cops3	ENSG00000141030	COPS3	17	17246616	17281273
ENSMUSG00000029127	Zbtb49	ENSG00000168826	ZBTB49	4	4290251	4321786
ENSMUSG00000032594	Ip6k1	ENSG00000176095	IP6K1	3	49724294	49786542
ENSMUSG00000026436	Elk4	ENSG00000158711	ELK4	1	205597556	205631962
ENSMUSG00000087666	B230359F08Rik	ENSG00000211802	TRAV22	14	22070557	22071208
ENSMUSG00000005514	Por	ENSG00000127948	POR	7	75899200	75986855
ENSMUSG00000061458	Nol10	ENSG00000115761	NOL10	2	10570754	10689987
ENSMUSG00000096397	Trav17	ENSG00000211782	TRAV8-1	14	21797287	21797886
ENSMUSG00000096397	Trav17	ENSG00000211787	TRAV8-3	14	21852558	21853006
ENSMUSG00000066090	Insl5	ENSG00000172410	INSL5	1	66797741	66801256
ENSMUSG00000038070	Cntln	ENSG00000044459	CNTLN	9	17134982	17503923
ENSMUSG00000046854	Pip5kl1	ENSG00000167103	PIP5KL1	9	127920881	127930785
ENSMUSG00000067262	Vmn1r239-ps	ENSG00000197617	VN1R5	1	247255972	247257210
ENSMUSG00000047749	Zc3hav1l	ENSG00000146858	ZC3HAV1L	7	139025706	139036042
ENSMUSG00000028111	Ctsk	ENSG00000143387	CTSK	1	150796208	150808260
ENSMUSG00000076861	Trav18	ENSG00000211809	TRAV27	14	22147995	22148633
ENSMUSG00000026492	Tfb2m	ENSG00000162851	TFB2M	1	246540561	246566261
ENSMUSG00000076862	Trav19	ENSG00000211810	TRAV29DV5	14	22163238	22163870
ENSMUSG00000043059	Zfp513	ENSG00000163795	ZNF513	2	27377235	27380790
ENSMUSG00000059149	Mfsd4a	ENSG00000174514	MFSD4A	1	205568885	205602918
ENSMUSG00000076863	Trav21-dv12	ENSG00000211812	TRAV26-2	14	22202583	22203368
ENSMUSG00000102543	Pcdhgc5	ENSG00000240764	PCDHGC5	5	141489121	141512979
ENSMUSG00000076864	Trdv1	ENSG00000211813	TRAV34	14	22207522	22208129
ENSMUSG00000009079	Ewsr1	ENSG00000182944	EWSR1	22	29268009	29300525
ENSMUSG00000053226	Dand5	ENSG00000179284	DAND5	19	12965159	12974762
ENSMUSG00000024590	Lmnb1	ENSG00000113368	LMNB1	5	126776623	126837020
ENSMUSG00000076866	Trdv2-2	ENSG00000211816	TRAV38-1	14	22271968	22272563
ENSMUSG00000076866	Trdv2-2	ENSG00000211817	TRAV38-2DV8	14	22281105	22281748
ENSMUSG00000072889	Nfxl1	ENSG00000170448	NFXL1	4	47847233	47914667
ENSMUSG00000008429	Herpud2	ENSG00000122557	HERPUD2	7	35632659	35695571
ENSMUSG00000003813	Rad23a	ENSG00000179262	RAD23A	19	12945855	12953642
ENSMUSG00000026810	Dpm2	ENSG00000136908	DPM2	9	127935099	127938484
ENSMUSG00000022494	Shisa9	ENSG00000237515	SHISA9	16	12901598	13240416
ENSMUSG00000021114	Atp6v1d	ENSG00000100554	ATP6V1D	14	67294371	67360265
ENSMUSG00000001103	Sebox	ENSG00000274529	SEBOX	17	28364268	28365244
ENSMUSG00000021557	Agtpbp1	ENSG00000135049	AGTPBP1	9	85546539	85742029
ENSMUSG00000040541	Tmem225	ENSG00000204300	TMEM225	11	123882920	123885670
ENSMUSG00000029145	Eif2b4	ENSG00000115211	EIF2B4	2	27364352	27370486
ENSMUSG00000039126	Prune2	ENSG00000106772	PRUNE2	9	76611376	76906114
ENSMUSG00000038949	Cnst	ENSG00000162852	CNST	1	246566444	246668595
ENSMUSG00000044117	2900011O08Rik	ENSG00000166780	BMERB1	16	15434475	15625028
ENSMUSG00000032615	Nt5m	ENSG00000205309	NT5M	17	17303335	17347663
ENSMUSG00000022361	Zhx1	ENSG00000165156	ZHX1	8	123248451	123275541
ENSMUSG00000032590	Apeh	ENSG00000164062	APEH	3	49674014	49683971
ENSMUSG00000032330	Cox7a2	ENSG00000112695	COX7A2	6	75237675	75250323
ENSMUSG00000024456	Diaph1	ENSG00000131504	DIAPH1	5	141515016	141619055
ENSMUSG00000039270	Megf9	ENSG00000106780	MEGF9	9	120600811	120714470
ENSMUSG00000067261	Foxd3	ENSG00000187140	FOXD3	1	63323041	63325126
ENSMUSG00000051095	Olfr986	ENSG00000221931	OR6X1	11	123753488	123754545
ENSMUSG00000028414	Fktn	ENSG00000106692	FKTN	9	105558130	105641118
ENSMUSG00000042514	Klhl14	ENSG00000197705	KLHL14	18	32672671	32773062
ENSMUSG00000030172	Erc1	ENSG00000082805	ERC1	12	990509	1495933
ENSMUSG00000048078	Tenm4	ENSG00000149256	TENM4	11	78652831	79440948
ENSMUSG00000034757	Tmub2	ENSG00000168591	TMUB2	17	44186970	44191929
ENSMUSG00000044916	1700029I15Rik	ENSG00000234776	C11orf94	11	45906513	45907272
ENSMUSG00000054051	Ercc6	ENSG00000225830	ERCC6	10	49454470	49539538
ENSMUSG00000065968	Ifitm7	ENSG00000185201	IFITM2	11	307631	315272
ENSMUSG00000065968	Ifitm7	ENSG00000185885	IFITM1	11	313506	315272
ENSMUSG00000065968	Ifitm7	ENSG00000142089	IFITM3	11	319676	327537
ENSMUSG00000101892	9130401M01Rik	ENSG00000189376	C8orf76	8	123219967	123241377
ENSMUSG00000101892	9130401M01Rik	ENSG00000259305	ZHX1-C8orf76	8	123226189	123274284
ENSMUSG00000021381	Barx1	ENSG00000131668	BARX1	9	93951627	93955355
ENSMUSG00000033751	Gadd45gip1	ENSG00000179271	GADD45GIP1	19	12953119	12957223
ENSMUSG00000035355	Kcnh4	ENSG00000089558	KCNH4	17	42156891	42181142
ENSMUSG00000051232	Tmem199	ENSG00000244045	TMEM199	17	28357642	28363683
ENSMUSG00000103144	Pcdhga1	ENSG00000204956	PCDHGA1	5	141330571	141512981
ENSMUSG00000103770	Pcdha9	ENSG00000250120	PCDHA10	5	140855883	141012347
ENSMUSG00000059842	Zfp341	ENSG00000131061	ZNF341	20	33731657	33792269
ENSMUSG00000022362	Gm29394	ENSG00000189376	C8orf76	8	123219967	123241377
ENSMUSG00000022362	Gm29394	ENSG00000259305	ZHX1-C8orf76	8	123226189	123274284
ENSMUSG00000024581	Napg	ENSG00000134265	NAPG	18	10525905	10552764
ENSMUSG00000041445	Mmrn2	ENSG00000173269	MMRN2	10	86935540	86969481
ENSMUSG00000009734	Pou6f2	ENSG00000106536	POU6F2	7	38977998	39493095
ENSMUSG00000020601	Trib2	ENSG00000071575	TRIB2	2	12716889	12742734
ENSMUSG00000024422	Dhx16	ENSG00000204560	DHX16	6	30653119	30673006
ENSMUSG00000003623	Crot	ENSG00000005469	CROT	7	87345681	87399795
ENSMUSG00000038580	Sct	ENSG00000070031	SCT	11	626309	627181
ENSMUSG00000045038	Prkce	ENSG00000171132	PRKCE	2	45651345	46187990
ENSMUSG00000023992	Trem2	ENSG00000095970	TREM2	6	41158506	41163186
ENSMUSG00000030060	Hmces	ENSG00000183624	HMCES	3	129278828	129306186
ENSMUSG00000073016	Uprt	ENSG00000094841	UPRT	X	75156388	75304885
ENSMUSG00000051678	Pcdhb6	ENSG00000113209	PCDHB5	5	141135218	141138625
ENSMUSG00000027465	Tbc1d20	ENSG00000125875	TBC1D20	20	435480	462543
ENSMUSG00000038642	Ctss	ENSG00000163131	CTSS	1	150730188	150765792
ENSMUSG00000045471	Hcrt	ENSG00000161610	HCRT	17	42184060	42185452
ENSMUSG00000030034	Ino80b	ENSG00000115274	INO80B	2	74455087	74457944
ENSMUSG00000030034	Ino80b	ENSG00000274049	INO80B-WBP1	2	74455088	74460884
ENSMUSG00000031488	Rab11fip1	ENSG00000156675	RAB11FIP1	8	37858618	37899467
ENSMUSG00000024360	Etf1	ENSG00000120705	ETF1	5	138506095	138543236
ENSMUSG00000029089	5730480H06Rik	ENSG00000163138	PACRGL	4	20696282	20752907
ENSMUSG00000103567	Pcdhga5	ENSG00000253485	PCDHGA5	5	141364232	141512979
ENSMUSG00000025496	Drd4	ENSG00000069696	DRD4	11	637293	640706
ENSMUSG00000022533	Atp13a3	ENSG00000133657	ATP13A3	3	194402672	194498364
ENSMUSG00000045689	Pcdhb4	ENSG00000113209	PCDHB5	5	141135218	141138625
ENSMUSG00000004098	Col5a3	ENSG00000080573	COL5A3	19	9959561	10010504
ENSMUSG00000030827	Fgf21	ENSG00000105550	FGF21	19	48755559	48758333
ENSMUSG00000067873	Htatsf1	ENSG00000102241	HTATSF1	X	136497079	136512346
ENSMUSG00000017747	Ghdc	ENSG00000167925	GHDC	17	42188799	42194532
ENSMUSG00000019470	Xab2	ENSG00000076924	XAB2	19	7619525	7629545
ENSMUSG00000032589	Bsn	ENSG00000164061	BSN	3	49554477	49671549
ENSMUSG00000001583	Tnk1	ENSG00000174292	TNK1	17	7380534	7389774
ENSMUSG00000008461	Fut1	ENSG00000174951	FUT1	19	48748011	48755390
ENSMUSG00000030058	Copg1	ENSG00000181789	COPG1	3	129249606	129277773
ENSMUSG00000058886	Deaf1	ENSG00000177030	DEAF1	11	644233	706715
ENSMUSG00000071253	Slc25a16	ENSG00000122912	SLC25A16	10	68477998	68527523
ENSMUSG00000058258	Idi1	ENSG00000067064	IDI1	10	1039152	1049170
ENSMUSG00000037400	Atp11b	ENSG00000058063	ATP11B	3	182793503	182921629
ENSMUSG00000040747	Cd53	ENSG00000143119	CD53	1	110871188	110899922
ENSMUSG00000038244	Mical2	ENSG00000133816	MICAL2	11	12094008	12359144
ENSMUSG00000044681	Cnpy1	ENSG00000146910	CNPY1	7	155474206	155555450
ENSMUSG00000025068	Gsto1	ENSG00000148834	GSTO1	10	104235356	104267459
ENSMUSG00000038936	Sccpdh	ENSG00000143653	SCCPDH	1	246724409	246768137
ENSMUSG00000048402	Gli2	ENSG00000074047	GLI2	2	120735623	120992653
ENSMUSG00000018509	Cenpv	ENSG00000166582	CENPV	17	16342534	16353656
ENSMUSG00000041607	Mbp	ENSG00000197971	MBP	18	76978827	77133683
ENSMUSG00000029826	Zc3hav1	ENSG00000105939	ZC3HAV1	7	139043515	139109720
ENSMUSG00000029810	Tmem176b	ENSG00000106565	TMEM176B	7	150791285	150801360
ENSMUSG00000038759	Nup205	ENSG00000155561	NUP205	7	135557917	135648757
ENSMUSG00000022449	Adamts20	ENSG00000173157	ADAMTS20	12	43353866	43551921
ENSMUSG00000074030	Exoc8	ENSG00000116903	EXOC8	1	231332753	231337852
ENSMUSG00000032591	Mst1	ENSG00000173531	MST1	3	49683947	49689501
ENSMUSG00000075520	Malrd1	ENSG00000204740	MALRD1	10	19048801	19790401
ENSMUSG00000020375	Rufy1	ENSG00000176783	RUFY1	5	179550554	179610012
ENSMUSG00000031986	Sprtn	ENSG00000010072	SPRTN	1	231337104	231355023
ENSMUSG00000044948	Cfap43	ENSG00000197748	CFAP43	10	104129888	104232362
ENSMUSG00000044433	Camsap3	ENSG00000076826	CAMSAP3	19	7595902	7618304
ENSMUSG00000025602	Zfp202	ENSG00000166261	ZNF202	11	123723914	123741675
ENSMUSG00000033906	Zdhhc15	ENSG00000102383	ZDHHC15	X	75368427	75523502
ENSMUSG00000029088	Kcnip4	ENSG00000185774	KCNIP4	4	20728606	21948772
ENSMUSG00000040729	Cep126	ENSG00000110318	CEP126	11	101915012	102001058
ENSMUSG00000031921	Terf2	ENSG00000132604	TERF2	16	69355567	69408571
ENSMUSG00000052331	Ankrd44	ENSG00000065413	ANKRD44	2	196967017	197311173
ENSMUSG00000030527	Crtc3	ENSG00000140577	CRTC3	15	90529923	90645345
ENSMUSG00000030604	Zfp626	ENSG00000197782	ZNF780A	19	40069152	40090938
ENSMUSG00000038677	Scube3	ENSG00000146197	SCUBE3	6	35213956	35253079
ENSMUSG00000035621	Midn	ENSG00000167470	MIDN	19	1248553	1259140
ENSMUSG00000071005	Ccl19	ENSG00000172724	CCL19	9	34689570	34691276
ENSMUSG00000029146	Snx17	ENSG00000115234	SNX17	2	27370496	27377535
ENSMUSG00000030468	Siglecg	ENSG00000142512	SIGLEC10	19	51410020	51417803
ENSMUSG00000030468	Siglecg	ENSG00000161640	SIGLEC11	19	49948985	49961172
ENSMUSG00000058186	Zfp980	ENSG00000196378	ZNF34	8	144773114	144787345
ENSMUSG00000030894	Tpp1	ENSG00000166340	TPP1	11	6612768	6619448
ENSMUSG00000004849	Ap1s1	ENSG00000106367	AP1S1	7	101154456	101161596
ENSMUSG00000078779	Zfp59	ENSG00000197782	ZNF780A	19	40069152	40090938
ENSMUSG00000019461	Plscr3	ENSG00000187838	PLSCR3	17	7389727	7394842
ENSMUSG00000091898	Tnnc1	ENSG00000114854	TNNC1	3	52451102	52454070
ENSMUSG00000094686	Ccl21a	ENSG00000137077	CCL21	9	34709005	34710136
ENSMUSG00000036959	Bcorl1	ENSG00000085185	BCORL1	X	129981107	130058083
ENSMUSG00000020111	Micu1	ENSG00000107745	MICU1	10	72367327	72626191
ENSMUSG00000042410	Agps	ENSG00000018510	AGPS	2	177392768	177559299
ENSMUSG00000073639	Rab18	ENSG00000099246	RAB18	10	27504174	27542237
ENSMUSG00000033350	Chst2	ENSG00000175040	CHST2	3	143119771	143124014
ENSMUSG00000027177	Hipk3	ENSG00000110422	HIPK3	11	33256672	33357023
ENSMUSG00000025069	Gsto2	ENSG00000065621	GSTO2	10	104268873	104304950
ENSMUSG00000021910	Nisch	ENSG00000010322	NISCH	3	52455118	52493068
ENSMUSG00000037386	Rims2	ENSG00000176406	RIMS2	8	103500696	104256094
ENSMUSG00000004748	Mtfp1	ENSG00000242114	MTFP1	22	30425623	30429054
ENSMUSG00000069495	Epc2	ENSG00000135999	EPC2	2	148644440	148787569
ENSMUSG00000059995	Atxn7l3	ENSG00000087152	ATXN7L3	17	44191805	44200113
ENSMUSG00000045835	Hdgfl1	ENSG00000112273	HDGFL1	6	22569493	22571666
ENSMUSG00000032586	Traip	ENSG00000183763	TRAIP	3	49828601	49856574
ENSMUSG00000042751	Nmnat2	ENSG00000157064	NMNAT2	1	183248237	183418380
ENSMUSG00000074261	Erich4	ENSG00000204978	ERICH4	19	41443158	41444765
ENSMUSG00000037411	Serpine1	ENSG00000106366	SERPINE1	7	101127089	101139266
ENSMUSG00000006678	Pola1	ENSG00000101868	POLA1	X	24693919	24996986
ENSMUSG00000071042	Rasgrp3	ENSG00000152689	RASGRP3	2	33436324	33564750
ENSMUSG00000100467	Gm29582	ENSG00000139351	SYCP3	12	101728648	101739472
ENSMUSG00000018995	Nars2	ENSG00000137513	NARS2	11	78435968	78574874
ENSMUSG00000036545	Adamts2	ENSG00000087116	ADAMTS2	5	179110853	179345461
ENSMUSG00000021342	Prl	ENSG00000172179	PRL	6	22287244	22302826
ENSMUSG00000024359	Hspa9	ENSG00000113013	HSPA9	5	138553756	138575416
ENSMUSG00000074695	Il22	ENSG00000127318	IL22	12	68248242	68253604
ENSMUSG00000022812	Gsk3b	ENSG00000082701	GSK3B	3	119821323	120094417
ENSMUSG00000057229	Dmac2	ENSG00000105341	DMAC2	19	41431318	41440717
ENSMUSG00000040189	Ccdc114	ENSG00000105479	CCDC114	19	48296457	48321894
ENSMUSG00000068167	Csnka2ip	ENSG00000283434	CSNKA2IP	3	88338413	88467562
ENSMUSG00000032595	Cdhr4	ENSG00000187492	CDHR4	3	49790732	49799873
ENSMUSG00000019505	Ubb	ENSG00000170315	UBB	17	16380798	16382745
ENSMUSG00000035890	Rnf126	ENSG00000070423	AC004156.1	19	647526	663233
ENSMUSG00000070737	Tmem35b	ENSG00000243749	TMEM35B	1	34981535	34985353
ENSMUSG00000023909	Paqr4	ENSG00000162073	PAQR4	16	2969245	2973489
ENSMUSG00000020169	Best3	ENSG00000127325	BEST3	12	69643360	69699476
ENSMUSG00000072295	C2cd6	ENSG00000155754	C2CD6	2	201487421	201619178
ENSMUSG00000042408	Zmym6	ENSG00000163867	ZMYM6	1	34986165	35031945
ENSMUSG00000036411	9530077C05Rik	ENSG00000164542	KIAA0895	7	36324221	36390125
ENSMUSG00000032086	Bace1	ENSG00000186318	BACE1	11	117285207	117316259
ENSMUSG00000028409	Smu1	ENSG00000122692	SMU1	9	33041765	33076674
ENSMUSG00000023908	Pkmyt1	ENSG00000127564	PKMYT1	16	2968024	2980479
ENSMUSG00000033111	3830406C13Rik	ENSG00000114405	C3orf14	3	62318973	62336213
ENSMUSG00000020327	Fgf22	ENSG00000070388	FGF22	19	639879	644371
ENSMUSG00000031987	Egln1	ENSG00000287856	AL445524.2	1	231363797	231528603
ENSMUSG00000031987	Egln1	ENSG00000135766	EGLN1	1	231363751	231422287
ENSMUSG00000001833	Sep-07	ENSG00000122545	Sep-07	7	35800932	35907105
ENSMUSG00000031924	Cyb5b	ENSG00000103018	CYB5B	16	69424525	69466266
ENSMUSG00000093639	Lim2	ENSG00000105370	LIM2	19	51379909	51387960
ENSMUSG00000001100	Poldip2	ENSG00000004142	POLDIP2	17	28346633	28357527
ENSMUSG00000071649	B3gat3	ENSG00000149541	B3GAT3	11	62615296	62622154
ENSMUSG00000060187	Lrrc10	ENSG00000198812	LRRC10	12	69608564	69611162
ENSMUSG00000023367	Tmem176a	ENSG00000002933	TMEM176A	7	150800403	150805118
ENSMUSG00000026700	Tnfsf4	ENSG00000117586	TNFSF4	1	173183731	173207331
ENSMUSG00000022571	Pycrl	ENSG00000104524	PYCR3	8	143603210	143609773
ENSMUSG00000106289	Trav23	ENSG00000211818	TRAV39	14	22304054	22304553
ENSMUSG00000056820	Tsnax	ENSG00000270106	TSNAX-DISC1	1	231528653	231819244
ENSMUSG00000117975	Itprip	ENSG00000148841	ITPRIP	10	104309698	104338465
ENSMUSG00000043923	Ccdc84	ENSG00000186166	CCDC84	11	118998138	119015793
ENSMUSG00000032239	Rp9	ENSG00000164610	RP9	7	33094797	33109404
ENSMUSG00000059920	4930453N24Rik	ENSG00000179021	C3orf38	3	88149959	88168729
ENSMUSG00000032534	Cep63	ENSG00000182923	CEP63	3	134485721	134575017
ENSMUSG00000028078	Dclk2	ENSG00000170390	DCLK2	4	150078445	150257438
ENSMUSG00000027399	Il1a	ENSG00000115008	IL1A	2	112773915	112784590
ENSMUSG00000003814	Calr	ENSG00000179218	CALR	19	12938578	12944489
ENSMUSG00000047298	Kcnv2	ENSG00000168263	KCNV2	9	2717510	2730037
ENSMUSG00000032968	Inha	ENSG00000123999	INHA	2	219569162	219575711
ENSMUSG00000071648	Rom1	ENSG00000149489	ROM1	11	62611722	62615120
ENSMUSG00000023993	Treml1	ENSG00000161911	TREML1	6	41149342	41154337
ENSMUSG00000054814	Usp46	ENSG00000109189	USP46	4	52590960	52659301
ENSMUSG00000021647	Cartpt	ENSG00000164326	CARTPT	5	71719275	71721048
ENSMUSG00000043429	Ccdc185	ENSG00000178395	CCDC185	1	223393417	223395470
ENSMUSG00000066755	Tnfsf18	ENSG00000120337	TNFSF18	1	173039960	173050963
ENSMUSG00000024140	Epas1	ENSG00000116016	EPAS1	2	46293667	46386697
ENSMUSG00000028410	Dnaja1	ENSG00000086061	DNAJA1	9	33025273	33039907
ENSMUSG00000039942	Ptger4	ENSG00000171522	PTGER4	5	40679915	40693735
ENSMUSG00000030380	Mzf1	ENSG00000099326	MZF1	19	58561931	58573575
ENSMUSG00000038576	Susd4	ENSG00000143502	SUSD4	1	223220819	223364178
ENSMUSG00000039202	Abhd2	ENSG00000140526	ABHD2	15	89087459	89202355
ENSMUSG00000038760	Trhr	ENSG00000174417	TRHR	8	109086621	109119584
ENSMUSG00000038332	Sesn1	ENSG00000080546	SESN1	6	108986437	109094819
ENSMUSG00000031171	Ftsj1	ENSG00000068438	FTSJ1	X	48476021	48486364
ENSMUSG00000039410	Prdm16	ENSG00000142611	PRDM16	1	3069168	3438621
ENSMUSG00000050697	Prkaa1	ENSG00000132356	PRKAA1	5	40759379	40798374
ENSMUSG00000060798	Intu	ENSG00000164066	INTU	4	127623271	127726737
ENSMUSG00000036067	Slc2a6	ENSG00000160326	SLC2A6	9	133471094	133479127
ENSMUSG00000044042	Fmn1	ENSG00000248905	FMN1	15	32765545	33194733
ENSMUSG00000041323	Ak7	ENSG00000140057	AK7	14	96392128	96489427
ENSMUSG00000056832	Ttc26	ENSG00000105948	TTC26	7	139133744	139191986
ENSMUSG00000049775	Tmsb4x	ENSG00000205542	TMSB4X	X	12975110	12977227
ENSMUSG00000049775	Tmsb4x	ENSG00000154620	TMSB4Y	Y	13703899	13706024
ENSMUSG00000032936	Camkv	ENSG00000164076	CAMKV	3	49857988	49869935
ENSMUSG00000042790	Rnf214	ENSG00000167257	RNF214	11	117232625	117286454
ENSMUSG00000027466	Rbck1	ENSG00000125826	RBCK1	20	407498	430966
ENSMUSG00000023927	Satb1	ENSG00000182568	SATB1	3	18345377	18445588
ENSMUSG00000060227	Casc4	ENSG00000166734	CASC4	15	44288719	44415758
ENSMUSG00000022151	Ttc33	ENSG00000113638	TTC33	5	40512333	40755963
ENSMUSG00000020788	Atp2a3	ENSG00000074370	ATP2A3	17	3923870	3964464
ENSMUSG00000014498	Ankrd52	ENSG00000139645	ANKRD52	12	56237807	56258384
ENSMUSG00000024220	Zfp523	ENSG00000065029	ZNF76	6	35258909	35295985
ENSMUSG00000030981	Mmp21	ENSG00000154485	MMP21	10	125753580	125775821
ENSMUSG00000025505	Tmem80	ENSG00000177042	TMEM80	11	695428	705028
ENSMUSG00000038467	Chmp4b	ENSG00000101421	CHMP4B	20	33811348	33854366
ENSMUSG00000050022	Amz1	ENSG00000174945	AMZ1	7	2679522	2775500
ENSMUSG00000064158	Izumo1	ENSG00000182264	IZUMO1	19	48740852	48746909
ENSMUSG00000047141	Zfp654	ENSG00000175105	ZNF654	3	88059255	88144664
ENSMUSG00000040522	Tlr8	ENSG00000101916	TLR8	X	12906620	12923169
ENSMUSG00000031626	Sorbs2	ENSG00000154556	SORBS2	4	185585444	185956652
ENSMUSG00000031583	Wrn	ENSG00000165392	WRN	8	31033788	31175916
ENSMUSG00000035048	Anapc13	ENSG00000129055	ANAPC13	3	134477706	134486716
ENSMUSG00000002017	Fam98a	ENSG00000119812	FAM98A	2	33583660	33599382
ENSMUSG00000044562	Rasip1	ENSG00000105538	RASIP1	19	48720585	48740610
ENSMUSG00000037159	Wee2	ENSG00000214102	WEE2	7	141708353	141731271
ENSMUSG00000028417	Tal2	ENSG00000186051	TAL2	9	105662457	105663112
ENSMUSG00000078500	Zfp986	ENSG00000196378	ZNF34	8	144773114	144787345
ENSMUSG00000041528	Rnf123	ENSG00000164068	RNF123	3	49689538	49721529
ENSMUSG00000028032	Papss1	ENSG00000138801	PAPSS1	4	107590276	107720234
ENSMUSG00000000134	Tfe3	ENSG00000068323	TFE3	X	49028726	49043410
ENSMUSG00000079164	Tlr5	ENSG00000187554	TLR5	1	223109404	223143248
ENSMUSG00000032295	Man2c1	ENSG00000140400	MAN2C1	15	75355207	75368612
ENSMUSG00000000149	Gna12	ENSG00000146535	GNA12	7	2728105	2844308
ENSMUSG00000031173	Otc	ENSG00000036473	OTC	X	38352586	38421446
ENSMUSG00000038025	Phf2	ENSG00000197724	PHF2	9	93576584	93679587
ENSMUSG00000032656	Mar-03	ENSG00000173926	Mar-03	5	126867714	127030558
ENSMUSG00000114378	Gm49355	ENSG00000114405	C3orf14	3	62318973	62336213
ENSMUSG00000032328	Tmem30a	ENSG00000112697	TMEM30A	6	75252924	75284948
ENSMUSG00000028911	Srsf4	ENSG00000116350	SRSF4	1	29147743	29181900
ENSMUSG00000044167	Foxo1	ENSG00000150907	FOXO1	13	40469953	40666641
ENSMUSG00000024426	Atat1	ENSG00000137343	ATAT1	6	30626842	30646823
ENSMUSG00000039878	Slc39a5	ENSG00000139540	SLC39A5	12	56230049	56237846
ENSMUSG00000027575	Arfgap1	ENSG00000101199	ARFGAP1	20	63272785	63289790
ENSMUSG00000071647	Eml3	ENSG00000149499	EML3	11	62602218	62612765
ENSMUSG00000025504	Eps8l2	ENSG00000177106	EPS8L2	11	694438	727727
